Index,Actual Fair Difference,Influence Fair Difference
12367,4.929228079708636e-06,4.85677622345866e-06
12368,-1.3763345954098671e-05,-1.3742799335762965e-05
12369,-7.046032885021924e-05,-6.977198339495575e-05
12370,-6.0041114381903515e-05,-5.978242922413998e-05
12371,-2.151652335385945e-05,-2.1505123478052014e-05
12372,3.715466703468895e-06,3.6555959880304547e-06
12373,8.297692889347452e-06,8.245584542304937e-06
12374,2.0670549558121643e-06,2.0363098159929784e-06
12375,-1.6223055885000726e-05,-1.6197350412618844e-05
12376,-1.0079827295617072e-06,-1.0156933871152538e-06
12377,-4.004348784739098e-05,-4.002591819138128e-05
12378,-8.209996514019213e-07,-8.241296757865733e-07
12379,3.863062765507852e-06,3.830678527303901e-06
12380,-8.764104376668413e-07,-8.849875815208137e-07
12381,-1.4500289153562829e-06,-1.4634062298238068e-06
12382,3.0874057144192335e-07,2.5372026950141856e-07
12383,-2.0955232521435718e-08,-3.652508250869724e-08
12384,-4.806292567688386e-06,-4.823984067567225e-06
12385,2.2637836366246056e-05,2.26047555052739e-05
12386,9.408558193113592e-05,9.28963371470938e-05
12387,1.323654117424411e-07,1.1536037977031648e-07
12388,-5.054595526798877e-06,-5.064953806751118e-06
12389,2.0858911961907367e-05,2.0738008861935335e-05
12390,-4.7433934178275905e-05,-4.739298926080423e-05
12391,8.72864824863484e-09,-1.089272759792793e-08
12392,-9.555851863293774e-05,-9.496328676739098e-05
12393,-6.27747611800511e-06,-6.274695048273521e-06
12394,-1.069823930138769e-06,-1.0745323889291274e-06
12395,3.209830123918067e-08,1.70884987506063e-08
12396,-8.921125366212479e-08,-1.0266126050201807e-07
12397,-1.756702204597227e-05,-1.7288264468368962e-05
12398,-1.0231105448677003e-05,-1.0169159345501995e-05
12399,-8.967590368735845e-05,-8.92655113313899e-05
12400,1.9780711092681758e-05,1.969721471557037e-05
12401,4.787748558737759e-05,4.774872487948847e-05
12402,-4.578774359864646e-05,-4.563490614641184e-05
12403,-1.047759924044378e-06,-1.062295058243656e-06
12404,-0.00010566794415578507,-0.00010498326958515672
12405,4.1133464102727224e-05,4.101959888778306e-05
12406,-1.4183237758480516e-05,-1.4154288617457782e-05
12407,1.2958649864280858e-07,1.1215792570598005e-07
12408,2.0963566454978988e-07,1.9204796760084805e-07
12409,2.434956891117501e-07,2.2625990174751068e-07
12410,-9.693475787775352e-06,-9.684667086872194e-06
12411,1.2309372616203795e-06,1.2187497042164239e-06
12412,3.7363364218667705e-06,3.092988181962078e-06
12413,1.4566574823571266e-06,1.4266092059566065e-06
12414,4.023165266320294e-06,4.009379611420718e-06
12415,7.886611857743642e-07,7.731672545221155e-07
12416,4.7773371576465e-06,4.740978292887025e-06
12417,-2.821633575750271e-05,-2.793248446617918e-05
12418,-1.5077744675018323e-06,-1.5171623089462736e-06
12419,1.5942562622828227e-05,1.5766038915921004e-05
12420,7.294147785774641e-09,-4.788235359428303e-10
12421,2.4855140980384327e-06,2.456597628856103e-06
12422,7.145188418711257e-08,2.033866718675365e-08
12423,8.501887053258272e-07,8.364356929208016e-07
12424,-6.777163499838146e-08,-7.518143510553811e-08
12425,4.495986872798952e-06,4.369693209835941e-06
12426,0.00019547341447456734,0.0001830813386428822
12427,-2.107535411075001e-05,-2.0797466606679202e-05
12428,-2.5419783055979916e-06,-2.551689145166657e-06
12429,-3.913059688487319e-05,-3.8850364594647505e-05
12430,-1.3781222996112064e-07,-1.48830325989596e-07
12431,2.1181632954614393e-05,2.10526420696539e-05
12432,4.501379347876533e-07,4.2042750337998084e-07
12433,6.725212997782393e-05,6.691532956535677e-05
12434,1.2451775344979321e-05,1.2302691129001572e-05
12435,-6.978935680190812e-07,-7.09467968106421e-07
12436,-1.0308717386886546e-05,-1.028181772176321e-05
12437,-1.4141085536101272e-05,-1.41332067793064e-05
12438,2.377387833099598e-05,2.3656238055591592e-05
12439,-7.040320924855958e-06,-7.030635053736663e-06
12440,-3.0075703699727896e-07,-3.159755856884901e-07
12441,3.151439078724616e-05,3.141804121812061e-05
12442,-5.376761402581254e-06,-5.3539269465696235e-06
12443,8.840606619542335e-07,8.621025736370577e-07
12444,-2.607645550983806e-05,-2.595164896944453e-05
12445,-3.8083791814857992e-06,-3.826149143193005e-06
12446,-6.113111250588554e-05,-6.1016202402904956e-05
12447,-4.695427341183667e-05,-4.685496982866827e-05
12448,-7.438344213528403e-05,-7.340737034583212e-05
12449,6.454931422705812e-09,-2.803415593763689e-09
12450,3.2575965791536987e-07,3.201128446241557e-07
12451,3.183221989666585e-05,3.164744882931083e-05
12452,-1.2580158955083354e-05,-1.2571427271623861e-05
12453,-1.6500491423210306e-06,-1.630211841147322e-06
12454,-2.128569613707443e-06,-2.1348276939562314e-06
12455,-3.957187643899296e-06,-3.950251022902371e-06
12456,-7.875986383631961e-06,-7.840019981632752e-06
12457,3.888146619723809e-06,3.859235963585459e-06
12458,-5.872108616022942e-08,-6.880475911759607e-08
12459,2.594759762108989e-06,2.5664237927350844e-06
12460,6.972021422968488e-07,6.586744469667886e-07
12461,-4.0637434948753715e-06,-4.068300068555074e-06
12462,-6.130092991868397e-05,-6.0729339839233774e-05
12463,2.530844397191645e-06,2.486981582242893e-06
12464,3.95189626828385e-07,3.843165039018035e-07
12465,-8.192508140214549e-07,-8.253459394396665e-07
12466,-3.4813210223194613e-06,-3.474787144548941e-06
12467,-3.542581514565102e-05,-3.535465403185523e-05
12468,-2.647884133910594e-05,-2.637788951535851e-05
12469,-3.504215296523672e-05,-3.500692214938133e-05
12470,5.361863501507358e-05,5.3126728126139026e-05
12471,-6.807336307368406e-06,-6.776582834628847e-06
12472,1.8387086726467938e-05,1.7829584491518924e-05
12473,5.053385715436676e-06,5.412677975684017e-06
12474,-7.543001778825831e-05,-7.530128353457455e-05
12475,-1.0496266941106835e-05,-1.0479826523152224e-05
12476,-2.2725510290255713e-07,-2.464162857616842e-07
12477,2.1361470175729202e-05,2.1302314830163283e-05
12478,-2.016726568510041e-05,-1.9671601119880596e-05
12479,1.179144714091862e-07,7.708961131564817e-08
12480,1.7964717324847612e-08,9.05922179114714e-09
12481,-2.6895556521688846e-05,-2.6719791093762373e-05
12482,-1.6778298583819407e-07,-1.8000077744646242e-07
12483,3.2799102006597636e-07,3.1824455033586276e-07
12484,-9.466132778190861e-07,-9.609653609166873e-07
12485,1.0155491907415382e-06,9.81425301510623e-07
12486,-3.199480515025943e-05,-3.189470769575423e-05
12487,2.300344294550727e-05,2.289100764521188e-05
12488,1.5013491293097703e-05,1.495644290258358e-05
12489,-9.767804001192815e-06,-9.736236072285514e-06
12490,-2.0602318200890757e-06,-2.067738851104298e-06
12491,2.766505158358079e-05,2.7555322596401025e-05
12492,3.527862941984927e-05,3.515949833365657e-05
12493,1.1956030490367642e-05,1.1893152413070449e-05
12494,2.412104246896085e-08,-7.268302380175073e-09
12495,-1.696884788238151e-08,-2.9014925358814186e-08
12496,-6.829238846983721e-06,-6.795777718848689e-06
12497,-2.573119222698539e-05,-2.5741817128101907e-05
12498,-1.4622345661519098e-06,-1.4710693113460635e-06
12499,2.6954384216903993e-05,2.674464189876411e-05
12500,2.063604015445364e-08,-3.940369119960099e-11
12501,-1.4712545286954537e-05,-1.467896315037362e-05
12502,-1.6185492479614538e-07,-1.7457541140598956e-07
12503,4.447697024062558e-05,4.422064900240197e-05
12504,5.2044405119244797e-05,5.118184468159454e-05
12505,-1.1825842790857966e-06,-1.192138254130785e-06
12506,-3.354036854363862e-07,-3.6457075077754814e-07
12507,-3.465068461017129e-05,-3.453096875021398e-05
12508,-8.500725485804939e-05,-8.160149795133035e-05
12509,1.5609091996438007e-05,1.551494721580449e-05
12510,1.821159412163098e-08,-1.158380475621063e-08
12511,1.9662221434790794e-05,1.9611424821584983e-05
12512,-3.08683072536009e-05,-3.071472412714252e-05
12513,-4.573123087242559e-06,-4.582048188180516e-06
12514,-2.678548202961206e-07,-2.799198143848696e-07
12515,-3.5629045493257294e-05,-3.540689943528445e-05
12516,4.867582553386152e-06,4.82560864352753e-06
12517,-1.0919207922621688e-05,-1.0857675332746998e-05
12518,2.620151573484719e-08,2.008739201608006e-08
12519,2.8707724474330565e-05,2.8146995923250056e-05
12520,-3.202747526004357e-05,-3.196861762752491e-05
12521,1.1712093929694412e-06,1.159590243107455e-06
12522,-1.5032415408178235e-05,-1.4953874020747274e-05
12523,-4.98431569390112e-06,-4.992114428472713e-06
12524,9.186295957253066e-08,7.274033252734858e-08
12525,-6.990153456620796e-06,-6.985031410983981e-06
12526,5.9386468412581106e-05,5.9176660396937355e-05
12527,-3.945215820699843e-09,-2.0353356688602738e-08
12528,-5.454706116098107e-06,-5.470958837458444e-06
12529,-1.1725391428768495e-05,-1.167326591013985e-05
12530,2.9915024367832554e-05,2.970841217299927e-05
12531,-5.2694060733493586e-05,-5.245631979448872e-05
12532,1.2453387665145588e-05,1.2414464371946515e-05
12533,2.4366969830769136e-08,7.327155113720959e-09
12534,7.696027404857642e-06,7.649914341384545e-06
12535,2.2956591235079316e-05,2.286894449959146e-05
12536,-8.964582611598049e-06,-8.976504661903704e-06
12537,-1.737056927814118e-05,-1.7220640096964515e-05
12538,-1.915511259883984e-05,-1.915656600898823e-05
12539,1.2064920312609972e-05,1.2024347841325939e-05
12540,-4.6645909186099344e-05,-4.642548268588268e-05
12541,2.6581618925436423e-06,2.6385372138710904e-06
12542,-3.860862220511629e-06,-3.8455633898818334e-06
12543,1.2523870030534123e-05,1.2449504215059418e-05
12544,4.8155634313484796e-08,3.5246293614178416e-08
12545,-7.725898934934916e-05,-7.682510348225109e-05
12546,1.828132810327565e-05,1.8229277316738107e-05
12547,-6.402743795708155e-07,-6.306991702184459e-07
12548,-4.584680278951758e-05,-4.558006274870979e-05
12549,-3.871502321056708e-05,-3.86245460367966e-05
12550,-4.782927899571465e-06,-4.7834459382857375e-06
12551,4.806888068975557e-07,4.565381878277116e-07
12552,-6.881385298834752e-06,-6.886451650849546e-06
12553,2.2156755495605918e-06,2.1924584147824517e-06
12554,-4.895784356806487e-07,-5.127948001812733e-07
12555,2.29207520298369e-05,2.2750468078367093e-05
12556,-9.096073888548162e-08,-9.670281527245832e-08
12557,-5.2872938222092714e-08,-6.276534403301782e-08
12558,-1.6037304764932037e-05,-1.599685923425293e-05
12559,4.044660634916486e-06,4.1665720921255075e-06
12560,6.869566062106536e-07,6.721043223087426e-07
12561,9.587240477282322e-06,9.505161182438152e-06
12562,-4.861544678963492e-05,-4.8484847651804825e-05
12563,2.131692289353282e-08,1.0269465847811879e-08
12564,6.904071546354196e-06,6.865266327662066e-06
12565,2.2238168152860505e-05,2.204762820170157e-05
12566,-5.648586861584093e-07,-5.725895554497115e-07
12567,4.267580271888338e-05,4.24701274321602e-05
12568,4.347884982047745e-07,4.1948405466282275e-07
12569,1.2092473772318257e-07,1.113485670870425e-07
12570,1.5011733604686217e-05,1.496253118672955e-05
12571,-6.406086379417975e-07,-6.588705354505623e-07
12572,1.0506180024683065e-05,1.038888647745729e-05
12573,-8.256216336710587e-07,-8.40832287274593e-07
12574,-3.418214231273864e-05,-3.4096268878820305e-05
12575,-2.7930551185273433e-05,-2.773133944067462e-05
12576,8.91689325524525e-06,8.876053724408786e-06
12577,-1.604270428073873e-05,-1.6013689170259808e-05
12578,-8.3984385344682e-05,-8.326333850529578e-05
12579,-7.666527912508769e-07,-7.946128602256905e-07
12580,-2.494448356518686e-05,-2.489268469869152e-05
12581,3.666684099284945e-05,3.6360377478723054e-05
12582,-4.831814178013483e-05,-4.822390239275501e-05
12583,4.415312025995988e-06,4.355043790108096e-06
12584,1.06491111419027e-05,1.0611879274164858e-05
12585,3.5837009430383926e-05,3.570025146086544e-05
12586,2.972248908519881e-05,2.9656911496250716e-05
12587,4.0710005610566924e-05,4.0581633212234894e-05
12588,-6.533087634763568e-07,-6.772441424683609e-07
12589,3.3113488108804656e-05,3.305343456697323e-05
12590,5.155354636576792e-06,5.113219349416916e-06
12591,4.6150338736228314e-05,4.5919403636642466e-05
12592,2.2923046441858386e-06,2.264494564985318e-06
12593,-4.535955079321141e-07,-4.810373183309004e-07
12594,-8.198891052113577e-05,-8.154876618640506e-05
12595,-1.4762927214029276e-08,-2.253920397141923e-08
12596,3.680220674873169e-06,3.6494393362036357e-06
12597,4.5440459450762916e-06,4.471722574317677e-06
12598,8.14196568499348e-09,-1.9450434714166916e-10
12599,3.8237293886744794e-09,-7.480406030642784e-09
12600,4.344311681753199e-06,4.311278108213919e-06
12601,1.8139684964668668e-06,1.7674680414538932e-06
12602,2.772413643561955e-05,2.7622950756535398e-05
12603,-1.9735135405929416e-05,-1.966080617972506e-05
12604,2.4061809657416333e-05,2.403232025661076e-05
12605,7.445465304289911e-07,7.005748648898887e-07
12606,-3.067314765031748e-05,-3.030605029300047e-05
12607,7.066379772963094e-06,7.0132961361006654e-06
12608,3.5229448711815436e-05,3.51267859609197e-05
12609,3.2872798119004676e-05,3.277444277983658e-05
12610,1.5003087450171648e-07,1.113485670870425e-07
12611,8.79058406744182e-06,8.75295173966418e-06
12612,-9.180888402376963e-06,-9.16956058788469e-06
12613,-3.507083718434778e-06,-3.4935694692585848e-06
12614,6.313149968906195e-07,6.170453349302087e-07
12615,1.5942069053753727e-08,-2.556179936977455e-09
12616,1.5798931412569495e-06,1.510309520116175e-06
12617,2.5205851932552648e-05,2.499732793079781e-05
12618,2.2803392018266866e-06,2.256694523776247e-06
12619,4.597926311930567e-05,4.5852821449154636e-05
12620,4.4650388730804735e-07,4.386778986318548e-07
12621,4.6627228461604275e-07,4.4447934616656265e-07
12622,-5.075510733920652e-09,-5.588210258615733e-09
12623,6.210557220900914e-05,6.148238310307536e-05
12624,-1.835584375659005e-05,-1.8025523921855252e-05
12625,-9.661961884227521e-05,-9.611793272223864e-05
12626,-7.605589917858424e-07,-7.679213798740309e-07
12627,0.00015772100038585757,0.000156548750441621
12628,-4.569625280170797e-06,-4.560828159456066e-06
12629,-1.1112217867731422e-05,-1.1086064686670512e-05
12630,-2.368611824177247e-07,-2.6043274015563886e-07
12631,-8.637719546439326e-05,-8.616833862894257e-05
12632,3.0116249895018044e-06,2.972563614992189e-06
12633,-3.2253871723730843e-06,-3.2461468090303085e-06
12634,4.1229783151464083e-07,3.9625650875313957e-07
12635,-1.0050227647329102e-06,-1.0130146940818298e-06
12636,-1.3948998040524963e-06,-1.4005277845107543e-06
12637,9.468362834164079e-06,9.41282922619712e-06
12638,6.354711639566801e-06,6.308139840880695e-06
12639,-1.7636352656058563e-08,-3.64986334522988e-08
12640,4.650618733198497e-06,4.5819877157030474e-06
12641,-2.662710372813848e-05,-2.654395063872589e-05
12642,-2.309489990037772e-05,-2.2961618843189616e-05
12643,1.768415488054287e-05,1.764618085380338e-05
12644,-4.296296426953283e-08,-5.376326692473402e-08
12645,-1.4265193046314462e-05,-1.4181892372836417e-05
12646,-8.359972407112615e-07,-8.339785854297152e-07
12647,6.759862541949602e-08,3.9224214294329764e-08
12648,1.5057943780760752e-08,-4.078548147848988e-09
12649,-1.7315828086783558e-05,-1.726470004244896e-05
12650,5.6213248011138806e-06,5.4992478894608615e-06
12651,1.6461232784009683e-05,1.6389898744559313e-05
12652,3.2500570383009464e-05,3.10900710920496e-05
12653,-2.6346860886039547e-06,-2.6095009591260567e-06
12654,3.7810241993341265e-05,3.759987016695337e-05
12655,1.1413103895574483e-05,1.1371235075839328e-05
12656,-2.0721453136696155e-08,-3.42495477987534e-08
12657,-2.438139340976697e-07,-2.544156887211252e-07
12658,2.5777545397592805e-05,2.552692892237196e-05
12659,-2.192530993827546e-05,-2.1887900229407524e-05
12660,-4.4123825579944764e-06,-4.4199779072857885e-06
12661,1.701835497719406e-05,1.685229255510302e-05
12662,-9.26603797785086e-06,-9.259511834423212e-06
12663,-7.92079483311059e-06,-7.851949067086018e-06
12664,1.2395202298898234e-05,1.237379915252107e-05
12665,2.4996460844584067e-05,2.494714815871316e-05
12666,9.473340384369422e-08,6.899927125601126e-08
12667,-1.0520219071247228e-05,-1.0262206315207974e-05
12668,3.416184127413846e-06,3.392384934232018e-06
12669,2.010179078748564e-08,5.245757390241944e-10
12670,1.8792921351040714e-05,1.876246740928464e-05
12671,7.037545302623904e-06,6.944128073226587e-06
12672,4.069663840325366e-05,4.058004878148826e-05
12673,-1.0202204154874384e-05,-1.0199117896140441e-05
12674,-3.7536062302556683e-06,-3.687796740735816e-06
12675,-4.455211327164532e-05,-4.4491762304760865e-05
12676,-1.8199365653392974e-08,-4.229398536102942e-08
12677,-1.261409586672535e-06,-1.2798072577950446e-06
12678,8.517222438295113e-05,8.446898801344118e-05
12679,3.498182750080736e-05,3.4583149413734664e-05
12680,-1.3793308620113631e-05,-1.3769129070827895e-05
12681,-6.462107063842648e-06,-6.472968308222243e-06
12682,-1.4087169938892252e-07,-1.5002306849837214e-07
12683,3.1793617681352693e-06,3.159691070840203e-06
12684,1.902886882332311e-05,1.8825654103616408e-05
12685,4.299831220799799e-06,4.246201344859428e-06
12686,9.146506923268793e-06,9.105239854676048e-06
12687,9.873871947924107e-06,9.550114176833707e-06
12688,-8.290867765714527e-06,-8.233955118479123e-06
12689,5.788518930849307e-08,3.710585697419986e-08
12690,-7.680135223397944e-06,-7.675644906627111e-06
12691,-7.35184154665447e-08,-8.902850705421226e-08
12692,-5.558751700884823e-07,-5.722414998100569e-07
12693,-7.685821399483483e-06,-7.66477279681798e-06
12694,-7.493940169023272e-05,-7.439233186011612e-05
12695,-1.5324861369236942e-05,-1.524036975502485e-05
12696,-8.637794483012939e-07,-8.6639619856327e-07
12697,3.797726771948007e-08,-6.133127789970452e-10
12698,-0.00018389480124153534,-0.00018320526896986166
12699,-2.174475458560643e-05,-2.173645928248014e-05
12700,2.885674417446582e-06,2.8514539939197135e-06
12701,2.1267826618709407e-05,2.1116576591624255e-05
12702,-5.598700576481264e-07,-5.7120460821485e-07
12703,-8.95492876246129e-06,-8.959864246929573e-06
12704,-1.058648222401759e-05,-1.0607508993997219e-05
12705,2.4018795286018246e-08,-6.876968812381869e-11
12706,2.799776182541014e-05,2.7941200647321355e-05
12707,1.8777816540527237e-05,1.8711197617305777e-05
12708,1.2426303306778408e-05,1.2389002962161054e-05
12709,-2.430444861062364e-06,-2.417469061541362e-06
12710,-1.0631916404796327e-05,-1.0637303496384667e-05
12711,-7.251791618928527e-05,-7.221805092031211e-05
12712,-0.00011887370375657236,-0.00011767450926543269
12713,3.3440966662467986e-07,3.037222646026264e-07
12714,2.015446598852e-05,2.0121597011793645e-05
12715,5.532674529135084e-05,5.455296055860641e-05
12716,2.8491788647139193e-05,2.828409271282757e-05
12717,-1.1886561054580413e-05,-1.1841198088896945e-05
12718,-1.51602071191137e-06,-1.538002132816402e-06
12719,-8.187216354260674e-06,-8.153473755172873e-06
12720,1.438664777608789e-05,1.4199243315475423e-05
12721,-2.68394515529069e-06,-2.694205163835668e-06
12722,-4.867445624334721e-08,-7.235716216619231e-08
12723,3.2323151588631305e-06,3.201865428823401e-06
12724,-4.9648830642012864e-06,-4.95491641409046e-06
12725,2.2710316188029323e-05,2.257184842747438e-05
12726,-0.0001223737244704648,-0.0001215983704288646
12727,-4.422800510273106e-06,-4.418318360306647e-06
12728,1.4449018567869176e-05,1.4420273116355223e-05
12729,-2.8532700063754746e-08,-5.552656071630606e-08
12730,2.8650169048738405e-05,2.8614441343324287e-05
12731,-8.792441743288304e-07,-8.920984855180821e-07
12732,-5.038544705904258e-07,-5.241539327661269e-07
12733,2.0018248579778408e-05,1.9891055484065245e-05
12734,1.1793542587845707e-05,1.1755078433993995e-05
12735,-7.729890216801039e-08,-8.652983010378791e-08
12736,4.877823720328411e-06,4.852392448186815e-06
12737,5.918392547943352e-05,5.873243461184107e-05
12738,-3.2502955910063136e-07,-3.484076738454366e-07
12739,6.5838284354913235e-06,6.539213424061182e-06
12740,3.344072054073388e-05,3.321956719718594e-05
12741,1.4429785150094077e-07,1.2378470959521836e-07
12742,-1.7993016560469144e-05,-1.792997094267544e-05
12743,2.5603890618786096e-06,2.5235830818281477e-06
12744,1.3101323480424476e-05,1.306848347788956e-05
12745,-4.101108758647332e-06,-4.101963740008185e-06
12746,-4.232075516918954e-06,-4.2294801487719014e-06
12747,2.5152760664559626e-06,2.5816998710149063e-06
12748,-5.550551422423e-05,-5.524456605695784e-05
12749,0.00012501514195939478,0.000123049791444259
12750,-8.741575215354125e-06,-8.719400219237937e-06
12751,4.720981155392767e-06,4.678197926442322e-06
12752,-2.4270455167840765e-07,-2.6291673543345587e-07
12753,1.194488502553881e-08,-9.223791987715622e-09
12754,5.287041230928047e-07,5.094645725140452e-07
12755,1.3896547722547226e-06,1.3752717761369435e-06
12756,-1.4738951692350177e-05,-1.4695956045827902e-05
12757,-1.6615040599909925e-05,-1.6544153633639017e-05
12758,-3.351762643766243e-06,-3.368640202636319e-06
12759,1.5098218111686545e-05,1.5021432402878749e-05
12760,2.1528256221980957e-05,2.105559129540845e-05
12761,1.2271920695194893e-06,1.2071818118914933e-06
12762,-1.284008125945757e-05,-1.2845142360693346e-05
12763,1.6324858062799485e-05,1.627214927917669e-05
12764,4.955665469610904e-05,4.931178999507039e-05
12765,2.7113773393150353e-08,-1.7825470592234432e-08
12766,1.6032071004090653e-08,4.709761927172681e-09
12767,1.7833843470010935e-05,1.7773137857582037e-05
12768,-5.4807178560822845e-06,-5.488117187475338e-06
12769,-2.332308799313232e-06,-2.34778413148756e-06
12770,1.7353230004624187e-05,1.7299779527923367e-05
12771,-2.7912267415719505e-06,-2.801257235244906e-06
12772,7.541508066366553e-07,7.440005616343532e-07
12773,2.2493185635630297e-05,2.2347731586878793e-05
12774,2.346880842440946e-08,6.130244489126128e-10
12775,1.3715182578033502e-05,1.3655455762800188e-05
12776,-3.597623121354143e-07,-4.09138221753373e-07
12777,-2.595690906104231e-07,-2.9248211530560544e-07
12778,-8.142690922419149e-06,-8.123052481301665e-06
12779,1.1986507465033824e-05,1.1883185380130678e-05
12780,-1.0836700716554404e-05,-1.0767351124485057e-05
12781,3.167861660918758e-05,3.062715902732692e-05
12782,2.3806174893753473e-05,2.3693194479731945e-05
12783,-4.807655068245209e-06,-4.819095266799863e-06
12784,-5.02097777410615e-07,-5.202816127597446e-07
12785,0.00023296185157936633,0.0002316219335538505
12786,-1.1927979899239993e-05,-1.173003350239894e-05
12787,1.8023534532674024e-05,1.7393652841350946e-05
12788,-7.900292656121133e-05,-7.884577346243613e-05
12789,7.331839246838001e-09,-6.109197491325106e-10
12790,3.3697422964773516e-06,3.3331163124429413e-06
12791,-3.112613692540789e-05,-3.095937379706718e-05
12792,-1.567184714001968e-06,-1.5792394777409404e-06
12793,1.2075476609946234e-05,1.1962617995887877e-05
12794,-8.341222414276483e-06,-8.317883713633366e-06
12795,5.483226015345899e-06,5.364648025129881e-06
12796,3.022010580666645e-08,-1.8013995393161466e-08
12797,2.3428169221739736e-05,2.3315853564612433e-05
12798,1.9449246406538778e-05,1.931722599503684e-05
12799,1.4962859534728423e-08,-1.0118597916966906e-08
12800,-1.1352991168361859e-05,-1.1335189859307343e-05
12801,-4.0173040521951364e-07,-4.174352340567381e-07
12802,4.337723725211795e-07,4.246314292647307e-07
12803,4.934819717611338e-06,4.912661100739585e-06
12804,2.434406129458999e-07,2.2262650988070305e-07
12805,-6.078819831945026e-06,-6.073565316864446e-06
12806,3.22727089496766e-07,3.0334600852244547e-07
12807,-1.6387312178345326e-06,-1.616998132728967e-06
12808,-4.973956533316226e-07,-5.172405680398083e-07
12809,3.354969804392205e-05,3.3469617417396534e-05
12810,3.8988609271928265e-05,3.87837946533542e-05
12811,4.974180738359646e-06,4.921029939776894e-06
12812,5.307751736793875e-06,5.287613976315843e-06
12813,0.00011113577134352903,0.00011069043179962852
12814,-1.5926205854721598e-05,-1.591171477600358e-05
12815,-1.9372778702009263e-05,-1.9306582427418754e-05
12816,2.735547118437598e-06,2.6956551281175997e-06
12817,-1.6160554632382862e-05,-1.614564505792175e-05
12818,1.2604231695273471e-05,1.2505778505781958e-05
12819,3.6678731410166865e-05,3.6521671197201264e-05
12820,-9.587752917927794e-06,-9.6072390792534e-06
12821,-1.2593242948444328e-08,-3.558091362193387e-08
12822,-3.7792143958714774e-07,-4.020006384008768e-07
12823,6.939631536084789e-09,-3.541013639873595e-09
12824,-1.903734070532459e-05,-1.8924339334056633e-05
12825,-1.9236235956898717e-07,-2.3986184000582333e-07
12826,-2.5703699499945998e-06,-2.590652284181305e-06
12827,3.042378739631646e-06,3.0280993945926545e-06
12828,3.456365807466555e-05,3.441748774078313e-05
12829,1.6629231645054476e-05,1.646181742835016e-05
12830,8.891056377247075e-07,8.40189850466639e-07
12831,-4.547128318765914e-06,-4.5726012169741415e-06
12832,3.7309875291491323e-06,3.6767892127455905e-06
12833,-1.3557480528919585e-05,-1.3553595648451316e-05
12834,-4.635076282172301e-05,-4.5303128871659244e-05
12835,-4.752190033552317e-05,-4.7373217490186995e-05
12836,-3.384459099864401e-06,-3.3958729659572574e-06
12837,4.0223498775304733e-05,4.011443279524217e-05
12838,-1.9693673964926717e-06,-1.97601580160585e-06
12839,-1.702628390895522e-05,-1.7017361615498345e-05
12840,4.582479676262796e-05,4.53165629405944e-05
12841,1.1307780787839228e-05,1.1257173197805282e-05
12842,-4.6472780893480614e-05,-4.624991527519298e-05
12843,-1.0082813231448995e-05,-1.0080930500963682e-05
12844,-1.166628628646027e-05,-1.160636741970517e-05
12845,2.6376592585086733e-07,2.444488725699437e-07
12846,3.108329035300672e-06,3.0847767548244424e-06
12847,-0.00013715856999346743,-0.00013582578734624057
12848,1.533211279494684e-05,1.525218060758058e-05
12849,3.6955969728025284e-06,3.6802758048738043e-06
12850,5.484169578184872e-07,5.281024471463226e-07
12851,3.466868222590236e-05,3.4514350012906444e-05
12852,-6.870078286258519e-07,-7.023273437715037e-07
12853,-1.5753413339092415e-06,-1.5991734342466478e-06
12854,-1.334505870892455e-06,-1.347506591405082e-06
12855,-9.83101054771729e-06,-9.834015343340272e-06
12856,2.138433707887799e-09,-5.8749742200731635e-09
12857,3.4731404866816806e-05,3.452591859625485e-05
12858,2.294929607460361e-08,-8.985267385503853e-09
12859,-5.45344286173588e-07,-5.543741708797274e-07
12860,1.844444759646624e-06,1.822369005811117e-06
12861,-3.066508402538304e-06,-3.0362127604517815e-06
12862,1.9669321917881177e-06,1.9547485050926974e-06
12863,-8.932099173186714e-06,-8.597786745119055e-06
12864,1.0694106655773084e-08,-1.4610960047933866e-10
12865,6.577110337191439e-07,6.313029845248221e-07
12866,2.875406410807191e-06,2.8329773353138285e-06
12867,5.190308949243327e-06,5.161043379233818e-06
12868,1.891308435447714e-05,1.8844453973326085e-05
12869,1.5057533443885163e-05,1.4980048364931465e-05
12870,1.4413318843997658e-07,1.0333552983975207e-07
12871,4.379189485065327e-05,4.364515273412492e-05
12872,8.671759341155605e-05,8.604951343790274e-05
12873,1.888222384943683e-05,1.877860671818152e-05
12874,-6.61874372365201e-07,-6.716870756410923e-07
12875,-2.2633960816698107e-09,-1.1541474871452974e-08
12876,-8.958828820404552e-06,-8.893575182850827e-06
12877,3.083765014300077e-05,3.0765928373067184e-05
12878,-1.3533200983933957e-05,-1.3533252763507975e-05
12879,-1.4816470138012683e-06,-1.5079590028973344e-06
12880,9.518153609500146e-05,9.396135202646751e-05
12881,-1.59342992978595e-05,-1.5903720740646063e-05
12882,7.534877499715265e-09,-1.4605486506190147e-09
12883,-2.643039276328807e-08,-4.500338193263361e-08
12884,2.6578928765674803e-06,2.6342152657315594e-06
12885,-6.724331680363349e-08,-7.624694118149827e-08
12886,2.614579050574939e-05,2.6038328544899393e-05
12887,-6.98897226925066e-07,-7.183760322645893e-07
12888,2.8918231724184285e-05,2.8190224860819573e-05
